event_id,event_type,event_time,ingest_time,advertiser_id,campaign_id,placement,device,geo,media_cost,currency,viewability
evt_f06f605d,impression,2026-06-04 20:19:54+05:30,2026-06-04T15:59:55Z,adv_1548,cmp_1548_3,preroll,ctv,CA,0.0196,USD,0.42
evt_f06f605d,impression,2026-06-04 20:19:54+05:30,2026-06-04T15:59:55Z,adv_1548,cmp_1548_3,preroll,ctv,CA,0.0196,USD,0.42
evt_ef6f5eca,impression,2026-06-04 21:48:01+05:30,2026-06-04T20:42:25Z,adv_1625,cmp_1625_1,interstitial,mobile,CA,0.0146,INR,0.75
evt_7667e48a,impression,2026-06-04 08:20:30+05:30,2026-06-04T17:46:41Z,adv_1604,cmp_1604_3,banner_728x90,tablet,,0.0143,USD,0.74
evt_7767e61d,impression,2026-06-04 03:37:10+05:30,2026-06-04T08:54:34Z,adv_1555,cmp_1555_3,preroll,ctv,unknown,0.0172,USD,0.40
evt_7467e164,impression,2026-06-04 03:36:15+05:30,2026-06-04T13:38:08Z,adv_1562,cmp_1562_1,preroll,mobile,CA,-0.0079,INR,0.54
evt_7567e2f7,impression,2026-06-04 23:49:39+05:30,2026-06-04T11:20:09Z,adv_1597,cmp_1597_3,interstitial,ctv,,0.0043,USD,0.74
evt_7267de3e,impression,2026-06-04 16:31:37+05:30,2026-06-04T16:20:52Z,adv_1618,cmp_1618_1,interstitial,tablet,IN,0.0033,USD,0.81
evt_7367dfd1,impression,2026-06-04 22:08:41+05:30,2026-06-04T19:48:14Z,adv_1625,cmp_1625_3,native_feed,desktop,US,0.0186,USD,0.59
evt_7067db18,click,2026-06-04 10:14:05+05:30,2026-06-04T17:12:12Z,adv_1569,cmp_1569_1,banner_728x90,ctv,US,0.2425,INR,0.45
evt_7167dcab,impression,2026-06-04 10:27:33+05:30,2026-06-04T23:14:09Z,adv_1548,cmp_1548_2,preroll,tablet,SG,0.0145,USD,0.61
evt_6e67d7f2,impression,2026-06-04 21:45:48+05:30,2026-06-04T14:05:46Z,adv_1625,cmp_1625_2,interstitial,mobile,AU,0.0066,USD,0.46
evt_6f67d985,impression,2026-06-04 07:36:52+05:30,2026-06-04T06:27:37Z,adv_1583,cmp_1583_2,preroll,desktop,US,0.0098,USD,0.40
evt_dc6ac3b3,click,2026-06-04 12:49:30+05:30,2026-06-04T12:38:47Z,adv_1569,cmp_1569_2,native_feed,mobile,unknown,0.5354,USD,0.42
evt_db6ac220,impression,2026-06-04 18:11:20+05:30,2026-06-04T21:18:29Z,adv_1604,cmp_1604_2,interstitial,tablet,unknown,0.0058,USD,0.42
evt_de6ac6d9,impression,2026-06-04 18:13:13+05:30,2026-06-04T01:02:51Z,adv_1569,cmp_1569_3,native_feed,tablet,CA,0.0021,USD,0.51
evt_dd6ac546,impression,2026-06-04 16:37:41+05:30,2026-06-04T21:28:14Z,adv_1590,cmp_1590_2,banner_300x250,ctv,AU,0.0139,USD,0.74
evt_e06ac9ff,click,2026-06-04 13:00:53+05:30,2026-06-04T21:00:44Z,adv_1618,cmp_1618_2,preroll,mobile,GB,0.3738,INR,0.68
evt_df6ac86c,click,2026-06-04 10:57:21+05:30,2026-06-04T12:15:56Z,adv_1618,cmp_1618_3,native_feed,desktop,IN,0.1368,USD,0.82
evt_e26acd25,impression,2026-06-04 21:40:00+05:30,2026-06-05T12:41:23Z,adv_1590,cmp_1590_3,native_feed,ctv,DE,0.0170,USD,0.42
evt_e16acb92,impression,2026-06-04 01:26:45+05:30,2026-06-04T09:06:05Z,adv_1625,cmp_1625_1,banner_300x250,mobile,SG,0.0023,USD,0.82
evt_e46ad04b,impression,2026-06-04 20:10:51+05:30,2026-06-04T08:11:46Z,adv_1590,cmp_1590_2,interstitial,ctv,US,0.0144,USD,0.83
evt_e36aceb8,impression,2026-06-04 14:27:13+05:30,2026-06-04T16:04:46Z,adv_1555,cmp_1555_1,interstitial,mobile,US,0.0036,USD,0.47
evt_6a635478,impression,2026-06-04 13:05:55+05:30,2026-06-04T21:58:28Z,adv_1583,cmp_1583_2,native_feed,ctv,GB,0.0088,USD,0.90
evt_6b63560b,impression,2026-06-04 05:34:17+05:30,2026-06-04T09:36:30Z,adv_1562,cmp_1562_1,interstitial,ctv,,0.0007,USD,0.48
evt_6c63579e,impression,2026-06-04 03:08:54+05:30,2026-06-04T15:46:01Z,adv_1618,cmp_1618_2,banner_300x250,tablet,DE,0.0162,USD,0.91
evt_6d635931,impression,2026-06-04 18:34:29+05:30,2026-06-04T01:15:59Z,adv_1555,cmp_1555_3,native_feed,tablet,AU,0.0018,USD,0.83
evt_6e635ac4,impression,2026-06-04 14:34:34+05:30,2026-06-04T06:25:24Z,adv_1611,cmp_1611_1,native_feed,ctv,IN,0.0019,USD,0.52
evt_6f635c57,impression,2026-06-04 17:57:00+05:30,2026-06-04T22:35:19Z,adv_1576,cmp_1576_2,banner_728x90,ctv,GB,0.0152,INR,0.90
evt_70635dea,impression,2026-06-04 02:41:56+05:30,2026-06-06T19:37:51Z,adv_1625,cmp_1625_1,preroll,mobile,,0.0169,USD,0.94
evt_71635f7d,impression,2026-06-04 12:44:58+05:30,2026-06-04T23:13:31Z,adv_1555,cmp_1555_2,native_feed,ctv,unknown,0.0009,USD,0.46
evt_626347e0,impression,2026-06-04 16:41:33+05:30,2026-06-04T01:36:31Z,adv_1597,cmp_1597_2,preroll,desktop,,0.0093,USD,0.95
evt_63634973,impression,2026-06-04 15:57:37+05:30,2026-06-04T01:13:46Z,adv_1590,cmp_1590_1,interstitial,desktop,SG,0.0024,USD,0.63
evt_70659c81,click,2026-06-04 11:11:31+05:30,2026-06-04T19:48:44Z,adv_1604,cmp_1604_2,native_feed,tablet,CA,0.8532,INR,0.73
evt_6f659aee,impression,2026-06-04 00:57:56+05:30,2026-06-04T01:17:32Z,adv_1569,cmp_1569_3,banner_728x90,ctv,US,0.0022,USD,0.52
evt_6e65995b,impression,2026-06-04 02:45:59+05:30,2026-06-04T17:30:06Z,adv_1548,cmp_1548_3,banner_728x90,mobile,AU,0.0005,USD,0.57
evt_6d6597c8,impression,2026-06-04 17:29:00+05:30,2026-06-04T08:33:11Z,adv_1555,cmp_1555_2,banner_728x90,tablet,DE,0.0138,USD,0.80
evt_7465a2cd,click,2026-06-04 09:37:11+05:30,2026-06-04T15:49:37Z,adv_918,cmp_918_x,banner_300x250,mobile,US,0.8729,USD,0.64
evt_7365a13a,conversion,2026-06-04 04:19:02+05:30,2026-06-04T03:58:35Z,adv_1548,cmp_1548_1,interstitial,ctv,DE,0.0000,USD,0.50
evt_72659fa7,impression,2026-06-04 07:20:06+05:30,2026-06-04T17:58:27Z,adv_1590,cmp_1590_1,interstitial,desktop,unknown,0.0018,USD,0.62
evt_71659e14,impression,2026-06-04 05:10:18+05:30,2026-06-06T21:42:31Z,adv_1569,cmp_1569_1,native_feed,mobile,CA,0.0107,INR,0.78
evt_68658fe9,impression,2026-06-04 15:45:57+05:30,2026-06-04T19:38:17Z,adv_1555,cmp_1555_2,interstitial,desktop,US,0.0137,INR,0.62
evt_67658e56,impression,2026-06-04 17:32:25+05:30,2026-06-04T08:56:56Z,adv_1625,cmp_1625_2,native_feed,tablet,CA,0.0129,INR,0.55
evt_de5dfae6,impression,2026-06-04 18:10:30+05:30,2026-06-04T12:02:14Z,adv_1618,cmp_1618_3,preroll,mobile,CA,0.0018,USD,0.53
evt_df5dfc79,impression,2026-06-04 12:21:19+05:30,2026-06-04T11:40:06Z,adv_968,cmp_968_x,preroll,desktop,unknown,0.0187,USD,0.82
evt_dc5df7c0,click,2026-06-04 17:19:51+05:30,2026-06-04T22:22:04Z,adv_1597,cmp_1597_3,preroll,desktop,DE,0.2883,USD,0.47
evt_dd5df953,impression,2026-06-04 20:06:54+05:30,2026-06-04T07:29:25Z,adv_1576,cmp_1576_2,interstitial,tablet,SG,0.0064,USD,0.79
evt_e25e0132,impression,2026-06-04 18:55:58+05:30,2026-06-04T23:24:44Z,adv_1562,cmp_1562_3,banner_728x90,tablet,unknown,0.0154,USD,0.82
evt_e35e02c5,click,2026-06-04 03:16:17+05:30,2026-06-04T15:08:53Z,adv_1576,cmp_1576_1,banner_300x250,tablet,SG,0.2594,USD,0.67
evt_e05dfe0c,impression,2026-06-04 12:19:52+05:30,2026-06-04T17:07:58Z,adv_1604,cmp_1604_3,preroll,mobile,US,0.0086,USD,0.61
evt_e15dff9f,impression,2026-06-04 13:14:24+05:30,2026-06-04T21:02:27Z,adv_1583,cmp_1583_1,interstitial,mobile,US,0.0078,USD,0.48
evt_e65e077e,click,2026-06-04 19:16:25+05:30,2026-06-04T13:33:27Z,adv_1604,cmp_1604_2,preroll,tablet,IN,0.0491,USD,1.00
evt_e75e0911,impression,2026-06-04 04:34:52+05:30,2026-06-04T10:33:56Z,adv_1590,cmp_1590_2,interstitial,desktop,unknown,0.0099,USD,0.95
evt_64610c6f,impression,2026-06-04 06:49:37+05:30,2026-06-04T08:08:36Z,adv_1611,cmp_1611_3,banner_728x90,ctv,SG,0.0031,USD,0.91
evt_63610adc,impression,2026-06-04 06:00:00+05:30,2026-06-04T02:07:41Z,adv_1590,cmp_1590_1,banner_728x90,tablet,GB,0.0122,USD,0.65
evt_66610f95,impression,2026-06-04 04:07:53+05:30,2026-06-04T13:36:05Z,adv_1611,cmp_1611_3,preroll,desktop,unknown,0.0161,USD,0.86
evt_65610e02,click,2026-06-04 02:22:57+05:30,2026-06-04T04:29:24Z,adv_1611,cmp_1611_1,preroll,tablet,DE,0.0346,USD,1.00
evt_65610e02,click,2026-06-04 02:22:57+05:30,2026-06-04T04:29:24Z,adv_1611,cmp_1611_1,preroll,tablet,DE,0.0346,USD,1.00
evt_60610623,impression,2026-06-04 04:26:12+05:30,2026-06-04T12:42:21Z,adv_1604,cmp_1604_1,preroll,ctv,IN,0.0096,USD,0.87
evt_5f610490,impression,2026-06-04 23:44:35+05:30,2026-06-04T17:45:51Z,adv_1555,cmp_1555_1,banner_728x90,tablet,AU,0.0055,USD,0.60
evt_62610949,impression,2026-06-04 14:18:34+05:30,2026-06-04T22:24:43Z,adv_1583,cmp_1583_3,interstitial,ctv,GB,0.0161,INR,0.97
evt_616107b6,impression,2026-06-04 16:12:49+05:30,2026-06-04T19:10:16Z,adv_1590,cmp_1590_1,banner_300x250,ctv,IN,0.0042,USD,0.49
evt_6c611907,impression,2026-06-04 22:21:07+05:30,2026-06-04T23:28:06Z,adv_968,cmp_968_x,preroll,ctv,IN,0.0078,USD,0.73
evt_6b611774,click,2026-06-04 04:51:51+05:30,2026-06-04T19:47:41Z,adv_1604,cmp_1604_3,preroll,ctv,AU,0.1104,USD,0.85
evt_cdf71bb9,impression,2026-06-04 18:10:06+05:30,2026-06-04T16:36:09Z,adv_1604,cmp_1604_2,interstitial,tablet,SG,0.0084,INR,0.45
evt_ccf71a26,impression,2026-06-04 11:36:08+05:30,2026-06-04T17:30:57Z,adv_1562,cmp_1562_2,native_feed,mobile,,0.0068,USD,0.94
evt_cbf71893,impression,2026-06-04 23:07:35+05:30,2026-06-04T11:13:51Z,adv_1548,cmp_1548_2,interstitial,desktop,US,0.0072,USD,0.55
evt_caf71700,impression,2026-06-04 11:26:27+05:30,2026-06-05T00:19:13Z,adv_1583,cmp_1583_1,banner_300x250,desktop,US,0.0010,INR,0.50
evt_d1f72205,impression,2026-06-04 13:35:55+05:30,2026-06-04T06:51:14Z,adv_1562,cmp_1562_2,banner_728x90,ctv,GB,0.0070,USD,0.47
evt_d0f72072,impression,2026-06-04 21:51:58+05:30,2026-06-04T21:43:06Z,adv_1604,cmp_1604_2,native_feed,desktop,SG,0.0165,USD,0.60
evt_cff71edf,click,2026-06-04 10:16:52+05:30,2026-06-04T18:42:45Z,adv_1625,cmp_1625_3,interstitial,desktop,SG,0.6655,INR,0.71
evt_cef71d4c,impression,2026-06-04 07:32:05+05:30,2026-06-04T13:43:54Z,adv_1597,cmp_1597_3,native_feed,mobile,GB,0.0007,USD,0.84
evt_d5f72851,impression,2026-06-04 04:53:37+05:30,2026-06-04T19:46:53Z,adv_1555,cmp_1555_1,banner_300x250,ctv,GB,0.0121,USD,0.89
evt_d5f72851,impression,2026-06-04 04:53:37+05:30,2026-06-04T19:46:53Z,adv_1555,cmp_1555_1,banner_300x250,ctv,GB,0.0121,USD,0.89
evt_d4f726be,impression,2026-06-04 12:05:57+05:30,2026-06-04T17:11:57Z,adv_1548,cmp_1548_2,native_feed,mobile,,0.0061,USD,0.59
evt_c7f4d3b0,impression,2026-06-04 19:07:25+05:30,2026-06-04T18:12:35Z,adv_1625,cmp_1625_3,native_feed,tablet,CA,0.0145,USD,0.83
evt_c8f4d543,impression,2026-06-04 14:23:10+05:30,2026-06-04T23:48:05Z,adv_1597,cmp_1597_3,interstitial,mobile,US,0.0043,USD,0.57
evt_c9f4d6d6,impression,2026-06-04 04:14:09+05:30,2026-06-04T13:47:03Z,adv_1569,cmp_1569_1,banner_728x90,mobile,US,0.0150,USD,0.61
evt_caf4d869,impression,2026-06-04 16:11:23+05:30,2026-06-04T05:22:32Z,adv_1569,cmp_1569_2,banner_300x250,tablet,SG,0.0174,USD,0.70
evt_cbf4d9fc,impression,2026-06-04 02:58:41+05:30,2026-06-04T10:32:00Z,adv_1576,cmp_1576_3,native_feed,tablet,DE,0.0193,USD,0.44
evt_ccf4db8f,click,2026-06-04 11:00:04+05:30,2026-06-04T04:56:16Z,adv_1611,cmp_1611_1,native_feed,ctv,CA,0.7821,USD,0.46
evt_cdf4dd22,impression,2026-06-04 17:47:28+05:30,2026-06-04T12:11:52Z,adv_1548,cmp_1548_2,banner_728x90,tablet,,-0.0144,USD,0.74
evt_cef4deb5,impression,2026-06-04 02:13:24+05:30,2026-06-04T09:24:51Z,adv_1562,cmp_1562_2,preroll,tablet,,0.0196,USD,0.66
evt_cff4e048,impression,2026-06-04 01:53:05+05:30,2026-06-04T21:14:25Z,adv_1576,cmp_1576_3,banner_728x90,ctv,CA,0.0125,USD,0.51
evt_d0f4e1db,impression,2026-06-04 22:38:46+05:30,2026-06-04T02:33:39Z,adv_1597,cmp_1597_3,native_feed,desktop,US,0.0023,USD,0.80
evt_59fc754b,impression,2026-06-04 07:47:12+05:30,2026-06-04T02:41:12Z,adv_1562,cmp_1562_1,banner_300x250,ctv,DE,0.0183,USD,0.51
evt_58fc73b8,impression,2026-06-04 08:33:38+05:30,2026-06-04T00:17:03Z,adv_1562,cmp_1562_2,banner_728x90,ctv,SG,0.0116,USD,0.75
evt_5bfc7871,impression,2026-06-04 08:23:30+05:30,2026-06-04T04:03:00Z,adv_1576,cmp_1576_3,banner_728x90,ctv,GB,0.0064,USD,0.41
evt_5afc76de,impression,2026-06-04 20:20:26+05:30,2026-06-05T05:29:53Z,adv_1611,cmp_1611_3,native_feed,ctv,SG,0.0123,USD,0.62
evt_5dfc7b97,impression,2026-06-04 06:31:04+05:30,2026-06-04T02:12:16Z,adv_1548,cmp_1548_1,banner_300x250,desktop,DE,0.0067,USD,0.52
evt_5cfc7a04,impression,2026-06-04 18:58:58+05:30,2026-06-04T12:37:25Z,adv_1569,cmp_1569_2,preroll,desktop,CA,0.0040,USD,0.54
evt_5ffc7ebd,impression,2026-06-04 10:29:23+05:30,2026-06-04T02:20:50Z,adv_1625,cmp_1625_2,native_feed,desktop,DE,0.0092,USD,0.62
evt_5efc7d2a,impression,2026-06-04 19:26:23+05:30,2026-06-04T09:37:38Z,adv_1548,cmp_1548_3,native_feed,mobile,AU,0.0041,USD,0.56
evt_5efc7d2a,impression,2026-06-04 19:26:23+05:30,2026-06-04T09:37:38Z,adv_1548,cmp_1548_3,native_feed,mobile,AU,0.0041,USD,0.56
evt_51fc68b3,impression,2026-06-04 03:04:35+05:30,2026-06-04T03:42:37Z,adv_1625,cmp_1625_2,interstitial,mobile,CA,0.0044,USD,0.77
evt_50fc6720,impression,2026-06-04 11:12:23+05:30,2026-06-04T03:40:41Z,adv_1555,cmp_1555_1,interstitial,desktop,CA,0.0188,USD,0.77
evt_53fa2d42,impression,2026-06-04 01:04:48+05:30,2026-06-04T01:04:06Z,adv_1555,cmp_1555_2,interstitial,tablet,GB,0.0022,USD,0.97
evt_54fa2ed5,impression,2026-06-04 08:09:29+05:30,2026-06-04T08:54:19Z,adv_1618,cmp_1618_1,banner_728x90,tablet,SG,0.0134,USD,0.53
evt_51fa2a1c,impression,2026-06-04 07:13:20+05:30,2026-06-04T02:44:49Z,adv_1597,cmp_1597_2,native_feed,ctv,IN,0.0048,USD,0.99
evt_52fa2baf,impression,2026-06-04 06:03:31+05:30,2026-06-04T12:28:36Z,adv_1618,cmp_1618_2,preroll,desktop,SG,0.0000,USD,0.92
evt_4ffa26f6,impression,2026-06-04 08:14:02+05:30,2026-06-04T00:22:15Z,adv_1562,cmp_1562_2,banner_728x90,desktop,unknown,0.0034,USD,0.66
evt_50fa2889,impression,2026-06-04 19:38:44+05:30,2026-06-04T10:03:58Z,adv_1569,cmp_1569_3,banner_300x250,mobile,unknown,0.0103,USD,0.75
evt_4dfa23d0,impression,2026-06-04 21:33:09+05:30,2026-06-04T12:22:18Z,adv_1576,cmp_1576_2,native_feed,ctv,GB,0.0189,USD,0.73
evt_4efa2563,impression,2026-06-04 16:25:38+05:30,2026-06-04T21:06:24Z,adv_1625,cmp_1625_3,preroll,ctv,,0.0000,USD,0.73
evt_5bfa39da,click,2026-06-04 08:25:54+05:30,2026-06-04T18:20:26Z,adv_1569,cmp_1569_2,preroll,ctv,AU,0.7864,USD,0.91
evt_5cfa3b6d,impression,2026-06-04 08:23:36+05:30,2026-06-05T08:21:09Z,adv_1576,cmp_1576_1,interstitial,ctv,DE,0.0139,USD,0.44
evt_6601055d,impression,2026-06-04 16:45:47+05:30,2026-06-04T00:21:16Z,adv_1625,cmp_1625_3,banner_728x90,tablet,CA,0.0160,USD,0.90
evt_650103ca,impression,2026-06-04 05:24:17+05:30,2026-06-04T19:42:19Z,adv_1618,cmp_1618_3,preroll,tablet,GB,0.0077,INR,0.87
evt_64010237,impression,2026-06-04 07:51:06+05:30,2026-06-05T19:51:15Z,adv_1597,cmp_1597_1,banner_300x250,mobile,,0.0044,USD,0.89
evt_630100a4,impression,2026-06-04 22:28:10+05:30,2026-06-04T16:47:05Z,adv_1555,cmp_1555_1,interstitial,ctv,CA,0.0003,USD,0.47
evt_630100a4,impression,2026-06-04 22:28:10+05:30,2026-06-04T16:47:05Z,adv_1555,cmp_1555_1,interstitial,ctv,CA,0.0003,USD,0.47
evt_6200ff11,impression,2026-06-04 01:16:54+05:30,2026-06-04T23:45:03Z,adv_1562,cmp_1562_1,preroll,mobile,,0.0120,USD,0.44
evt_6100fd7e,impression,2026-06-04 08:47:47+05:30,2026-06-04T20:55:23Z,adv_1569,cmp_1569_2,banner_300x250,ctv,US,0.0170,INR,0.46
evt_6000fbeb,impression,2026-06-04 02:04:11+05:30,2026-06-06T15:06:01Z,adv_1583,cmp_1583_3,preroll,mobile,,0.0080,USD,0.62
evt_5f00fa58,impression,2026-06-04 12:24:35+05:30,2026-06-04T05:30:25Z,adv_1576,cmp_1576_3,preroll,desktop,SG,0.0051,USD,0.78
evt_5e00f8c5,impression,2026-06-04 11:47:31+05:30,2026-06-04T02:44:32Z,adv_1590,cmp_1590_2,banner_728x90,tablet,SG,0.0101,INR,0.99
evt_5d00f732,impression,2026-06-04 18:05:17+05:30,2026-06-04T21:40:49Z,adv_1625,cmp_1625_2,banner_728x90,ctv,unknown,0.0144,USD,0.99
evt_5ffebd54,impression,2026-06-04 19:23:38+05:30,2026-06-04T12:30:16Z,adv_1618,cmp_1618_3,banner_300x250,desktop,IN,0.0197,USD,0.71
evt_60febee7,impression,2026-06-04 01:43:59+05:30,2026-06-04T04:01:32Z,adv_1597,cmp_1597_3,banner_728x90,desktop,GB,0.0045,USD,0.47
evt_61fec07a,impression,2026-06-04 13:03:55+05:30,2026-06-04T07:17:20Z,adv_1611,cmp_1611_3,preroll,ctv,SG,0.0141,USD,0.62
evt_62fec20d,impression,2026-06-04 11:38:13+05:30,2026-06-06T12:09:28Z,adv_1548,cmp_1548_2,interstitial,desktop,IN,0.0046,USD,0.52
evt_5bfeb708,impression,2026-06-04 07:26:22+05:30,2026-06-04T11:59:22Z,adv_1562,cmp_1562_1,interstitial,ctv,DE,0.0068,USD,0.45
evt_5cfeb89b,impression,2026-06-04 00:37:38+05:30,2026-06-04T17:10:31Z,adv_1625,cmp_1625_1,banner_300x250,mobile,SG,0.0154,USD,0.91
evt_5dfeba2e,click,2026-06-04 21:13:55+05:30,2026-06-04T15:04:37Z,adv_1590,cmp_1590_2,native_feed,ctv,AU,0.6147,USD,0.75
evt_5efebbc1,impression,2026-06-04 16:34:40+05:30,2026-06-04T20:24:16Z,adv_1590,cmp_1590_1,banner_728x90,ctv,IN,0.0040,INR,0.83
evt_57feb0bc,impression,2026-06-04 17:25:23+05:30,2026-06-04T17:32:04Z,adv_1590,cmp_1590_2,preroll,desktop,GB,0.0135,USD,0.61
evt_58feb24f,impression,2026-06-04 15:33:49+05:30,2026-06-04T19:27:06Z,adv_1548,cmp_1548_1,native_feed,ctv,,0.0112,USD,0.63
evt_d2062c8f,impression,2026-06-04 11:27:50+05:30,2026-06-04T18:43:45Z,adv_1562,cmp_1562_1,preroll,mobile,US,0.0118,USD,0.99
evt_d1062afc,impression,2026-06-04 18:42:27+05:30,2026-06-04T15:32:32Z,adv_1548,cmp_1548_1,preroll,mobile,AU,0.0092,USD,0.54
evt_d4062fb5,impression,2026-06-04 13:25:41+05:30,2026-06-04T00:45:24Z,adv_1583,cmp_1583_3,banner_300x250,tablet,SG,0.0082,INR,0.47
evt_d3062e22,impression,2026-06-04 05:05:08+05:30,2026-06-04T03:53:22Z,adv_1555,cmp_1555_3,native_feed,ctv,DE,0.0186,USD,0.78
evt_d3062e22,impression,2026-06-04 05:05:08+05:30,2026-06-04T03:53:22Z,adv_1555,cmp_1555_3,native_feed,ctv,DE,0.0186,USD,0.78
evt_ce062643,impression,2026-06-04 04:45:51+05:30,2026-06-04T15:45:44Z,adv_1562,cmp_1562_1,interstitial,desktop,IN,0.0176,USD,0.98
evt_cd0624b0,impression,2026-06-04 23:07:06+05:30,2026-06-04T00:32:40Z,adv_1590,cmp_1590_3,preroll,desktop,US,0.0131,USD,0.85
evt_d0062969,click,2026-06-04 01:42:19+05:30,2026-06-04T01:55:02Z,adv_1590,cmp_1590_3,interstitial,tablet,AU,0.5894,USD,0.96
evt_cf0627d6,impression,2026-06-04 08:07:31+05:30,2026-06-04T01:59:44Z,adv_1548,cmp_1548_1,interstitial,desktop,GB,0.0007,USD,0.58
evt_da063927,click,2026-06-04 14:10:11+05:30,2026-06-04T19:14:44Z,adv_1625,cmp_1625_1,native_feed,tablet,CA,0.3270,USD,0.68
evt_d9063794,impression,2026-06-04 20:28:28+05:30,2026-06-04T11:53:44Z,adv_1604,cmp_1604_2,banner_300x250,mobile,US,0.0168,USD,0.88
evt_cc03e486,impression,2026-06-04 15:52:02+05:30,2026-06-04T21:29:56Z,adv_1555,cmp_1555_1,interstitial,desktop,SG,0.0102,USD,0.80
evt_cd03e619,impression,2026-06-04 07:22:34+05:30,2026-06-04T17:49:53Z,adv_1583,cmp_1583_2,banner_300x250,tablet,DE,0.0127,USD,0.76
evt_ca03e160,impression,2026-06-04 07:48:48+05:30,2026-06-04T07:07:57Z,adv_1562,cmp_1562_3,native_feed,tablet,,0.0087,USD,0.91
evt_cb03e2f3,impression,2026-06-04 06:38:06+05:30,2026-06-04T14:12:12Z,adv_1597,cmp_1597_2,native_feed,mobile,AU,0.0021,USD,0.40
evt_d003ead2,impression,2026-06-04 07:25:10+05:30,2026-06-04T00:25:24Z,adv_1590,cmp_1590_3,banner_300x250,ctv,SG,0.0167,USD,0.86
evt_d103ec65,impression,2026-06-04 00:35:01+05:30,2026-06-04T10:38:18Z,adv_1611,cmp_1611_2,preroll,tablet,AU,0.0010,USD,0.41
evt_ce03e7ac,impression,2026-06-04 11:45:06+05:30,2026-06-04T10:45:37Z,adv_1611,cmp_1611_1,interstitial,tablet,IN,0.0182,USD,0.74
evt_cf03e93f,impression,2026-06-04 04:12:20+05:30,2026-06-04T09:51:28Z,adv_1625,cmp_1625_2,banner_728x90,mobile,US,0.0003,USD,0.45
evt_d403f11e,impression,2026-06-04 21:22:02+05:30,2026-06-04T07:55:57Z,adv_1604,cmp_1604_3,interstitial,ctv,DE,0.0197,USD,1.00
evt_d503f2b1,impression,2026-06-04 14:50:39+05:30,2026-06-04T23:21:56Z,adv_1569,cmp_1569_2,banner_300x250,desktop,,0.0151,USD,0.50
evt_5e0b8621,impression,2026-06-04 02:22:27+05:30,2026-06-04T15:48:59Z,adv_1548,cmp_1548_3,banner_728x90,tablet,US,0.0035,USD,0.64
evt_5d0b848e,conversion,2026-06-04 08:30:02+05:30,2026-06-04T08:08:14Z,adv_1590,cmp_1590_2,interstitial,ctv,unknown,0.0000,INR,0.45
evt_5c0b82fb,impression,2026-06-04 20:27:28+05:30,2026-06-04T03:13:54Z,adv_1548,cmp_1548_2,interstitial,ctv,AU,0.0110,INR,0.73
evt_5b0b8168,impression,2026-06-04 05:10:50+05:30,2026-06-04T07:53:51Z,adv_1625,cmp_1625_1,banner_728x90,tablet,,0.0031,USD,0.46
evt_620b8c6d,impression,2026-06-04 23:35:31+05:30,2026-06-04T03:50:06Z,adv_1562,cmp_1562_3,preroll,desktop,CA,0.0082,USD,0.82
evt_610b8ada,impression,2026-06-04 04:54:50+05:30,2026-06-04T18:49:07Z,adv_1569,cmp_1569_2,preroll,tablet,SG,0.0105,USD,0.76
evt_600b8947,impression,2026-06-04 23:14:17+05:30,2026-06-04T18:05:11Z,adv_1590,cmp_1590_2,banner_300x250,tablet,unknown,0.0125,USD,0.62
evt_5f0b87b4,impression,2026-06-04 12:06:42+05:30,2026-06-04T13:24:53Z,adv_1611,cmp_1611_2,preroll,mobile,US,0.0031,USD,0.65
evt_560b7989,impression,2026-06-04 00:51:49+05:30,2026-06-04T07:46:37Z,adv_1583,cmp_1583_2,preroll,tablet,,0.0003,USD,0.97
evt_550b77f6,impression,2026-06-04 15:24:52+05:30,2026-06-04T14:22:19Z,adv_1569,cmp_1569_2,banner_300x250,ctv,US,0.0019,USD,0.83
evt_d8087498,impression,2026-06-04 01:42:12+05:30,2026-06-06T02:20:41Z,adv_1562,cmp_1562_2,banner_728x90,ctv,SG,0.0113,USD,0.67
evt_d908762b,impression,2026-06-04 10:03:27+05:30,2026-06-04T06:56:51Z,adv_1590,cmp_1590_3,native_feed,mobile,CA,0.0146,USD,0.88
evt_da0877be,impression,2026-06-04 09:02:23+05:30,2026-06-04T04:00:21Z,adv_1604,cmp_1604_2,banner_728x90,ctv,DE,0.0145,USD,0.64
evt_db087951,click,2026-06-04 14:38:06+05:30,2026-06-04T11:15:52Z,adv_1569,cmp_1569_3,preroll,desktop,DE,0.2346,USD,0.56
evt_dc087ae4,impression,2026-06-04 17:21:03+05:30,2026-06-04T04:19:00Z,adv_1590,cmp_1590_3,banner_300x250,desktop,AU,0.0137,USD,0.47
evt_dd087c77,impression,2026-06-04 04:31:37+05:30,2026-06-04T19:53:13Z,adv_1562,cmp_1562_1,preroll,mobile,SG,0.0149,USD,0.71
evt_de087e0a,impression,2026-06-04 04:49:53+05:30,2026-06-04T07:31:59Z,adv_1611,cmp_1611_3,preroll,mobile,AU,0.0071,INR,0.58
evt_df087f9d,impression,2026-06-04 11:50:05+05:30,2026-06-04T14:55:39Z,adv_1548,cmp_1548_3,preroll,mobile,,0.0036,USD,0.51
evt_d0086800,impression,2026-06-04 15:54:39+05:30,2026-06-04T23:20:59Z,adv_1590,cmp_1590_1,banner_728x90,desktop,unknown,0.0176,USD,0.78
