event_id,event_type,event_time,ingest_time,advertiser_id,campaign_id,placement,device,geo,spend,currency
evt_95493747,impression,2026-06-01T11:13:32Z,2026-06-01T08:48:44Z,adv_1569,cmp_1569_1,banner_728x90,tablet,US,0.0192,INR
evt_924b7125,impression,2026-06-01T06:40:24Z,2026-06-01T08:40:53Z,adv_1604,cmp_1604_2,interstitial,ctv,CA,0.0138,USD
evt_914b6f92,impression,2026-06-01T04:14:31Z,2026-06-01T16:08:38Z,adv_1611,cmp_1611_3,interstitial,mobile,US,0.0133,USD
evt_904b6dff,conversion,2026-06-01T11:04:13Z,2026-06-01T19:33:10Z,adv_1611,cmp_1611_2,interstitial,mobile,DE,0.0000,USD
evt_8f4b6c6c,impression,2026-06-01T02:22:02Z,2026-06-01T17:46:55Z,adv_1618,cmp_1618_1,banner_728x90,tablet,SG,0.0162,INR
evt_8e4b6ad9,click,2026-06-01T09:12:19Z,2026-06-01T03:54:20Z,adv_1576,cmp_1576_1,banner_300x250,ctv,IN,0.7024,USD
evt_8d4b6946,click,2026-06-01T03:58:40Z,2026-06-01T17:36:39Z,adv_1618,cmp_1618_1,banner_300x250,tablet,US,0.4171,USD
evt_8c4b67b3,impression,2026-06-01T04:11:18Z,2026-06-01T19:57:40Z,adv_1625,cmp_1625_2,native_feed,tablet,US,0.0123,USD
evt_8b4b6620,impression,2026-06-01T13:40:17Z,2026-06-01T16:15:34Z,adv_1555,cmp_1555_1,banner_300x250,mobile,AU,0.0189,INR
evt_9a4b7dbd,impression,2026-06-01T04:58:58Z,2026-06-01T03:10:13Z,adv_1618,cmp_1618_3,preroll,desktop,DE,0.0039,USD
evt_994b7c2a,impression,2026-06-01T00:58:02Z,2026-06-01T13:26:04Z,adv_1590,cmp_1590_3,interstitial,ctv,CA,0.0037,USD
evt_984db92e,impression,2026-06-01T20:02:22Z,2026-06-01T14:36:41Z,adv_1611,cmp_1611_1,preroll,desktop,IN,0.0074,INR
evt_994dbac1,impression,2026-06-01T23:15:38Z,2026-06-01T08:09:53Z,adv_1583,cmp_1583_2,banner_728x90,desktop,unknown,0.0166,USD
evt_964db608,conversion,2026-06-01T19:43:15Z,2026-06-03T23:30:07Z,adv_1555,cmp_1555_3,banner_300x250,tablet,unknown,0.0000,INR
evt_974db79b,impression,2026-06-01T18:58:21Z,2026-06-01T12:14:29Z,adv_1576,cmp_1576_2,banner_728x90,ctv,DE,0.0149,USD
evt_9c4dbf7a,impression,2026-06-01T20:49:59Z,2026-06-01T14:16:42Z,adv_1604,cmp_1604_2,interstitial,tablet,AU,0.0164,USD
evt_9d4dc10d,impression,2026-06-01T01:50:20Z,2026-06-01T00:41:30Z,adv_1590,cmp_1590_2,banner_300x250,tablet,unknown,0.0152,USD
evt_9a4dbc54,impression,2026-06-01T22:13:26Z,2026-06-01T15:34:12Z,adv_1583,cmp_1583_3,preroll,tablet,SG,0.0154,USD
evt_9b4dbde7,impression,2026-06-01T11:04:16Z,2026-06-01T23:47:13Z,adv_1555,cmp_1555_2,banner_728x90,tablet,US,0.0172,USD
evt_904dac96,conversion,2026-06-01T04:30:38Z,2026-06-01T19:01:21Z,adv_1576,cmp_1576_2,preroll,desktop,CA,0.0000,USD
evt_914dae29,impression,2026-06-01T09:41:06Z,2026-06-01T11:34:07Z,adv_1555,cmp_1555_3,preroll,mobile,AU,0.0174,USD
evt_9e500137,impression,2026-06-01T02:14:43Z,2026-06-01T16:21:26Z,adv_1604,cmp_1604_2,interstitial,desktop,GB,0.0158,USD
evt_9d4fffa4,impression,2026-06-01T19:52:09Z,2026-06-01T04:34:35Z,adv_1583,cmp_1583_3,banner_300x250,tablet,GB,0.0062,USD
evt_a050045d,impression,N/A,2026-06-01T13:03:29Z,adv_1590,cmp_1590_2,preroll,ctv,DE,0.0041,USD
evt_9f5002ca,impression,2026-06-01T00:18:49Z,2026-06-03T11:46:44Z,adv_1555,cmp_1555_1,native_feed,tablet,,0.0149,USD
evt_9a4ffaeb,impression,2026-06-01T10:29:44Z,2026-06-01T10:26:32Z,adv_1583,cmp_1583_1,interstitial,mobile,DE,0.0136,USD
evt_994ff958,impression,2026-06-01T00:59:33Z,2026-06-01T09:33:17Z,adv_1555,cmp_1555_2,native_feed,desktop,,0.0176,USD
evt_9c4ffe11,click,2026-06-01T11:07:02Z,2026-06-01T03:16:00Z,adv_968,cmp_968_x,interstitial,ctv,SG,0.2742,USD
evt_9b4ffc7e,impression,2026-06-01T16:34:01Z,2026-06-01T11:39:22Z,adv_1611,cmp_1611_2,banner_728x90,desktop,US,0.0059,USD
evt_964ff49f,impression,2026-06-01T04:00:34Z,2026-06-01T11:23:33Z,adv_1590,cmp_1590_3,banner_300x250,ctv,IN,0.0069,USD
evt_954ff30c,impression,2026-06-01T13:16:24Z,2026-06-01T15:40:19Z,adv_1590,cmp_1590_3,banner_300x250,ctv,,0.0110,USD
evt_842b0770,impression,2026-06-01T15:43:25Z,2026-06-01T22:35:40Z,adv_1625,cmp_1625_1,preroll,ctv,,0.0029,USD
evt_852b0903,impression,2026-06-01T07:35:40Z,2026-06-01T21:05:42Z,adv_1625,cmp_1625_1,preroll,ctv,SG,0.0092,USD
evt_862b0a96,impression,2026-06-01T10:45:22Z,2026-06-01T05:30:38Z,adv_1583,cmp_1583_1,banner_728x90,ctv,IN,0.0153,USD
evt_872b0c29,click,2026-06-01T12:05:36Z,2026-06-01T20:42:43Z,adv_1590,cmp_1590_2,banner_300x250,tablet,DE,0.5780,INR
evt_882b0dbc,impression,2026-06-01T11:49:15Z,2026-06-01T22:10:50Z,adv_1618,cmp_1618_2,interstitial,mobile,SG,0.0065,USD
evt_892b0f4f,impression,2026-06-01T09:09:18Z,2026-06-01T21:50:33Z,adv_1583,cmp_1583_1,banner_728x90,ctv,GB,0.0011,USD
evt_8a2b10e2,impression,2026-06-01T02:41:06Z,2026-06-01T04:24:11Z,adv_1569,cmp_1569_1,preroll,desktop,CA,0.0091,USD
evt_8b2b1275,impression,2026-06-01T14:41:41Z,2026-06-01T06:47:58Z,adv_1625,cmp_1625_2,preroll,desktop,IN,0.0137,USD
evt_8c2b1408,impression,2026-06-01T16:26:26Z,2026-06-01T23:48:17Z,adv_1548,cmp_1548_3,preroll,desktop,AU,0.0142,USD
evt_8d2b159b,impression,2026-06-01T04:13:30Z,2026-06-01T02:23:13Z,adv_1562,cmp_1562_1,banner_728x90,desktop,unknown,0.0058,USD
evt_8a2d4f79,click,2026-06-01T15:03:46Z,2026-06-01T04:59:18Z,adv_1590,cmp_1590_2,banner_728x90,tablet,US,0.0968,USD
evt_892d4de6,impression,2026-06-01T07:49:58Z,2026-06-01T00:49:48Z,adv_1590,cmp_1590_2,banner_300x250,ctv,unknown,0.0087,USD
evt_882d4c53,click,2026-06-01T21:20:37Z,2026-06-01T23:09:03Z,adv_1562,cmp_1562_3,banner_728x90,tablet,AU,0.0626,USD
evt_872d4ac0,impression,2026-06-01T04:26:49Z,2026-06-01T05:26:59Z,adv_1611,cmp_1611_2,native_feed,ctv,CA,0.0135,USD
evt_8e2d55c5,impression,2026-06-01T17:21:48Z,2026-06-01T19:48:49Z,adv_1562,cmp_1562_2,banner_300x250,mobile,IN,0.0070,USD
evt_8d2d5432,impression,2026-06-01T07:16:08Z,2026-06-01T21:06:04Z,adv_1611,cmp_1611_2,preroll,ctv,unknown,0.0105,USD
evt_8c2d529f,impression,2026-06-01T20:29:10Z,2026-06-01T07:38:30Z,adv_1555,cmp_1555_2,banner_300x250,mobile,,0.0102,USD
evt_8b2d510c,click,2026-06-01T09:56:35Z,2026-06-01T11:12:53Z,adv_1618,cmp_1618_2,interstitial,desktop,SG,0.0399,USD
evt_922d5c11,impression,2026-06-01T15:31:15Z,2026-06-01T23:09:42Z,adv_1604,cmp_1604_1,banner_728x90,mobile,AU,0.0028,USD
evt_912d5a7e,impression,2026-06-01T20:21:05Z,2026-06-01T18:40:38Z,adv_1569,cmp_1569_1,preroll,tablet,GB,0.0023,USD
evt_72d6a5a3,impression,2026-06-01T13:45:06Z,2026-06-01T15:17:14Z,adv_1597,cmp_1597_1,banner_728x90,desktop,US,0.0158,USD
evt_71d6a410,conversion,2026-06-01T18:21:11Z,2026-06-01T11:15:30Z,adv_1625,cmp_1625_1,interstitial,mobile,CA,0.0000,USD
evt_74d6a8c9,impression,2026-06-01T08:38:44Z,2026-06-03T11:17:11Z,adv_1597,cmp_1597_3,banner_300x250,tablet,US,0.0004,USD
evt_73d6a736,impression,2026-06-01T07:10:57Z,2026-06-01T17:10:52Z,adv_1597,cmp_1597_2,interstitial,tablet,,0.0007,USD
evt_76d6abef,click,2026-06-01T23:01:10Z,2026-06-01T02:47:25Z,adv_968,cmp_968_x,banner_728x90,ctv,AU,0.5585,USD
evt_75d6aa5c,impression,2026-06-01T00:51:09Z,2026-06-01T22:21:37Z,adv_1555,cmp_1555_2,preroll,tablet,DE,0.0157,USD
evt_78d6af15,impression,2026-06-01T04:54:24Z,2026-06-01T17:48:23Z,adv_1562,cmp_1562_1,banner_300x250,mobile,SG,0.0117,USD
evt_77d6ad82,impression,2026-06-01T22:57:55Z,2026-06-01T22:25:17Z,adv_1604,cmp_1604_1,banner_300x250,tablet,,0.0066,USD
evt_7ad6b23b,impression,2026-06-01T23:00:57Z,2026-06-01T20:14:32Z,adv_1597,cmp_1597_3,banner_728x90,ctv,GB,0.0117,USD
evt_7ad6b23b,impression,2026-06-01T23:00:57Z,2026-06-01T20:14:32Z,adv_1597,cmp_1597_3,banner_728x90,ctv,GB,0.0117,USD
evt_79d6b0a8,impression,2026-06-01T22:26:20Z,2026-06-01T04:20:18Z,adv_1597,cmp_1597_3,banner_728x90,desktop,IN,0.0184,USD
evt_cd3c67a,impression,2026-06-01T10:28:25Z,2026-06-01T19:29:15Z,adv_1569,cmp_1569_3,native_feed,desktop,US,0.0143,USD
evt_dd3c80d,impression,2026-06-01T14:24:09Z,2026-06-01T21:09:59Z,adv_1590,cmp_1590_3,banner_300x250,desktop,,0.0055,USD
evt_ad3c354,impression,2026-06-01T13:29:07Z,2026-06-01T01:22:24Z,adv_1597,cmp_1597_2,banner_300x250,ctv,unknown,0.0051,INR
evt_bd3c4e7,impression,2026-06-01T18:09:34Z,2026-06-01T07:43:01Z,adv_1625,cmp_1625_1,banner_728x90,tablet,GB,0.0098,INR
evt_8d3c02e,impression,2026-06-01T06:24:33Z,2026-06-01T02:24:31Z,adv_1569,cmp_1569_3,banner_300x250,mobile,unknown,0.0129,INR
evt_9d3c1c1,impression,2026-06-01T19:12:17Z,2026-06-01T18:36:34Z,adv_1611,cmp_1611_2,banner_300x250,mobile,AU,0.0186,USD
evt_6d3bd08,impression,2026-06-01T03:26:09Z,2026-06-01T00:10:01Z,adv_1604,cmp_1604_2,interstitial,desktop,US,0.0160,USD
evt_7d3be9b,impression,2026-06-01T09:27:29Z,2026-06-01T15:48:01Z,adv_1625,cmp_1625_2,native_feed,desktop,DE,0.0197,USD
evt_4d3b9e2,impression,2026-06-01T11:32:59Z,2026-06-01T04:15:10Z,adv_1548,cmp_1548_1,native_feed,tablet,DE,0.0131,USD
evt_5d3bb75,impression,2026-06-01T19:33:50Z,2026-06-01T11:11:18Z,adv_1569,cmp_1569_2,interstitial,desktop,AU,0.0111,USD
evt_6d17e71,impression,2026-06-01T18:45:34Z,2026-06-01T13:15:06Z,adv_1548,cmp_1548_1,banner_300x250,tablet,,0.0150,USD
evt_5d17cde,impression,2026-06-01T04:50:35Z,2026-06-01T10:39:41Z,adv_1569,cmp_1569_2,banner_300x250,tablet,,0.0141,USD
evt_4d17b4b,impression,2026-06-01T10:38:10Z,2026-06-01T06:10:27Z,adv_1548,cmp_1548_2,banner_300x250,mobile,AU,0.0110,USD
evt_3d179b8,impression,2026-06-01T14:00:45Z,2026-06-01T09:19:40Z,adv_1562,cmp_1562_3,interstitial,tablet,CA,0.0165,USD
evt_ad184bd,impression,2026-06-01T17:15:53Z,2026-06-01T00:02:54Z,adv_1625,cmp_1625_2,preroll,tablet,AU,0.0046,USD
evt_9d1832a,impression,2026-06-01T07:26:17Z,2026-06-01T21:39:31Z,adv_1611,cmp_1611_1,preroll,ctv,,0.0192,USD
evt_8d18197,impression,2026-06-01T17:51:48Z,2026-06-01T13:46:21Z,adv_1583,cmp_1583_3,banner_728x90,mobile,SG,0.0080,USD
evt_7d18004,impression,2026-06-01T11:31:24Z,2026-06-01T06:31:17Z,adv_1611,cmp_1611_1,banner_728x90,ctv,AU,0.0049,USD
evt_fed171d9,impression,2026-06-01T03:24:22Z,2026-06-01T07:08:59Z,adv_1576,cmp_1576_2,preroll,desktop,IN,0.0047,USD
evt_fdd17046,click,2026-06-01T17:57:03Z,2026-06-01T14:39:02Z,adv_1618,cmp_1618_3,preroll,mobile,AU,0.6652,USD
evt_cf3668,impression,2026-06-01T14:33:14Z,2026-06-01T23:52:54Z,adv_1576,cmp_1576_2,native_feed,tablet,SG,0.0114,USD
evt_1cf37fb,impression,2026-06-01T15:29:53Z,2026-06-01T04:35:46Z,adv_1562,cmp_1562_1,banner_728x90,tablet,,0.0109,USD
evt_2cf398e,impression,2026-06-01T00:45:28Z,2026-06-01T15:20:48Z,adv_1569,cmp_1569_1,banner_728x90,mobile,DE,0.0129,USD
evt_3cf3b21,impression,2026-06-01T04:09:39Z,2026-06-01T07:57:59Z,adv_1555,cmp_1555_3,interstitial,desktop,,0.0194,USD
evt_4cf3cb4,click,2026-06-01T13:40:06Z,2026-06-01T05:17:14Z,adv_1555,cmp_1555_1,native_feed,desktop,,0.8853,USD
evt_5cf3e47,impression,2026-06-01T08:35:13Z,2026-06-02T12:46:42Z,adv_1618,cmp_1618_2,banner_300x250,mobile,,0.0070,USD
evt_6cf3fda,impression,2026-06-01T00:10:16Z,2026-06-01T07:05:08Z,adv_1576,cmp_1576_3,native_feed,mobile,,0.0188,INR
evt_7cf416d,impression,2026-06-01T11:16:05Z,2026-06-01T03:20:19Z,adv_1611,cmp_1611_3,banner_300x250,mobile,IN,0.0048,USD
evt_f8cf29d0,impression,2026-06-01T06:16:45Z,2026-06-01T09:04:41Z,adv_1562,cmp_1562_1,interstitial,mobile,GB,0.0144,USD
evt_f9cf2b63,impression,2026-06-01T15:50:32Z,2026-06-01T01:39:16Z,adv_1548,cmp_1548_2,preroll,ctv,DE,0.0135,USD
evt_ae08f47,impression,2026-06-01T09:22:06Z,2026-06-01T11:38:31Z,adv_1583,cmp_1583_1,interstitial,ctv,AU,0.0032,INR
evt_9e08db4,impression,2026-06-01T14:53:35Z,2026-06-01T03:56:12Z,adv_1548,cmp_1548_1,banner_728x90,mobile,unknown,0.0192,USD
evt_ce0926d,impression,2026-06-01T18:30:48Z,2026-06-01T21:28:04Z,adv_1611,cmp_1611_3,interstitial,mobile,,0.0165,USD
evt_be090da,impression,2026-06-01T18:42:54Z,2026-06-01T15:12:34Z,adv_1604,cmp_1604_1,banner_728x90,desktop,SG,0.0101,INR
evt_6e088fb,click,2026-06-01T23:13:25Z,2026-06-01T05:52:03Z,adv_1590,cmp_1590_2,banner_728x90,desktop,AU,0.8748,USD
evt_5e08768,impression,2026-06-01T04:07:09Z,2026-06-01T08:50:27Z,adv_1548,cmp_1548_3,banner_728x90,mobile,US,0.0017,USD
evt_8e08c21,impression,2026-06-01T11:36:37Z,2026-06-01T20:27:16Z,adv_1576,cmp_1576_3,preroll,tablet,AU,0.0165,USD
evt_7e08a8e,impression,2026-06-01T17:15:03Z,2026-06-01T14:20:08Z,adv_1562,cmp_1562_1,native_feed,ctv,AU,0.0007,USD
evt_2e082af,impression,2026-06-01T11:05:40Z,2026-06-03T14:02:58Z,adv_1569,cmp_1569_3,native_feed,desktop,CA,0.0123,USD
evt_2e082af,impression,2026-06-01T11:05:40Z,2026-06-03T14:02:58Z,adv_1569,cmp_1569_3,native_feed,desktop,CA,0.0123,USD
evt_1e0811c,impression,2026-06-01T13:43:10Z,2026-06-01T10:30:58Z,adv_1576,cmp_1576_1,native_feed,mobile,DE,0.0025,USD
evt_1e0811c,impression,2026-06-01T13:43:10Z,2026-06-01T10:30:58Z,adv_1576,cmp_1576_1,native_feed,mobile,DE,0.0025,USD
evt_84dd7dbe,click,2026-06-01T22:18:01Z,2026-06-01T14:28:40Z,adv_1611,cmp_1611_3,banner_728x90,mobile,SG,0.4236,USD
evt_85dd7f51,impression,2026-06-01T17:43:49Z,2026-06-01T16:33:52Z,adv_1555,cmp_1555_2,preroll,desktop,AU,0.0176,USD
evt_82dd7a98,click,2026-06-01T13:21:31Z,2026-06-01T23:24:42Z,adv_1583,cmp_1583_1,preroll,mobile,SG,0.5673,USD
evt_83dd7c2b,impression,2026-06-01T05:26:10Z,2026-06-01T10:31:55Z,adv_1562,cmp_1562_1,interstitial,ctv,US,0.0110,USD
evt_88dd840a,impression,2026-06-01T23:37:31Z,2026-06-01T10:42:51Z,adv_1611,cmp_1611_1,interstitial,ctv,SG,0.0019,INR
evt_89dd859d,click,2026-06-01T23:00:28Z,2026-06-01T05:42:15Z,adv_1590,cmp_1590_1,banner_300x250,desktop,GB,0.6943,USD
evt_86dd80e4,impression,2026-06-01T04:11:37Z,2026-06-01T18:58:45Z,adv_1583,cmp_1583_1,banner_728x90,mobile,unknown,0.0174,USD
evt_87dd8277,impression,2026-06-01T15:48:42Z,2026-06-01T20:47:20Z,adv_1611,cmp_1611_1,preroll,tablet,GB,0.0186,USD
evt_7cdd7126,click,2026-06-01T01:31:16Z,2026-06-01T21:14:34Z,adv_1618,cmp_1618_2,native_feed,desktop,unknown,0.2657,INR
evt_7ddd72b9,impression,2026-06-01T14:30:10Z,2026-06-01T00:26:43Z,adv_1583,cmp_1583_1,interstitial,mobile,,0.0105,USD
evt_7edb35b5,impression,2026-06-01T13:56:47Z,2026-06-01T09:13:03Z,adv_1625,cmp_1625_1,banner_728x90,mobile,unknown,0.0138,INR
evt_7ddb3422,impression,2026-06-01T14:40:13Z,2026-06-01T14:23:09Z,adv_1555,cmp_1555_2,banner_728x90,desktop,IN,0.0189,USD
evt_7cdb328f,impression,2026-06-01T23:16:09Z,2026-06-01T06:51:39Z,adv_1576,cmp_1576_1,interstitial,desktop,IN,0.0146,USD
evt_7cdb328f,impression,2026-06-01T23:16:09Z,2026-06-01T06:51:39Z,adv_1576,cmp_1576_1,interstitial,desktop,IN,0.0146,USD
evt_7bdb30fc,impression,2026-06-01T06:00:17Z,2026-06-01T04:28:15Z,adv_1590,cmp_1590_1,banner_728x90,tablet,US,0.0075,INR
evt_7adb2f69,impression,2026-06-01T09:43:03Z,2026-06-01T21:33:12Z,adv_1611,cmp_1611_3,native_feed,ctv,unknown,0.0043,USD
evt_79db2dd6,impression,2026-06-01T19:21:18Z,2026-06-01T03:14:22Z,adv_1562,cmp_1562_2,preroll,tablet,AU,0.0007,USD
evt_78db2c43,impression,2026-06-01T22:10:01Z,2026-06-01T06:06:58Z,adv_1555,cmp_1555_2,banner_300x250,mobile,SG,0.0110,USD
evt_77db2ab0,click,2026-06-01T14:57:43Z,2026-06-01T18:42:12Z,adv_1611,cmp_1611_1,banner_728x90,mobile,DE,0.8272,USD
evt_86db424d,impression,2026-06-01T03:02:11Z,2026-06-01T03:09:45Z,adv_1590,cmp_1590_3,native_feed,mobile,GB,0.0036,USD
evt_85db40ba,impression,2026-06-01T09:08:32Z,2026-06-01T16:34:13Z,adv_1618,cmp_1618_3,native_feed,ctv,AU,0.0068,USD
evt_78d8edac,impression,2026-06-01T00:45:59Z,2026-06-01T02:21:24Z,adv_1583,cmp_1583_3,banner_300x250,mobile,unknown,0.0168,USD
evt_79d8ef3f,impression,2026-06-01T02:05:28Z,2026-06-01T11:33:18Z,adv_1583,cmp_1583_2,preroll,ctv,US,0.0178,USD
evt_7ad8f0d2,impression,2026-06-01T16:21:57Z,2026-06-03T12:24:39Z,adv_1548,cmp_1548_1,interstitial,desktop,US,0.0060,USD
evt_7bd8f265,impression,2026-06-01T00:28:00Z,2026-06-01T02:39:13Z,adv_1555,cmp_1555_1,preroll,desktop,DE,0.0070,USD
evt_74d8e760,impression,2026-06-01T23:06:31Z,2026-06-01T10:27:43Z,adv_1590,cmp_1590_1,preroll,desktop,CA,0.0093,USD
evt_75d8e8f3,impression,2026-06-01T12:16:50Z,2026-06-03T15:39:34Z,adv_1583,cmp_1583_1,banner_728x90,ctv,DE,0.0171,USD
evt_76d8ea86,impression,2026-06-01T22:54:56Z,2026-06-01T01:58:23Z,adv_1576,cmp_1576_2,interstitial,desktop,DE,0.0092,USD
evt_77d8ec19,impression,2026-06-01T10:50:19Z,2026-06-01T19:30:43Z,adv_1569,cmp_1569_2,banner_300x250,mobile,unknown,0.0141,USD
evt_80d8fa44,impression,2026-06-01T00:07:36Z,2026-06-01T06:43:56Z,adv_1576,cmp_1576_2,banner_728x90,mobile,unknown,-0.0066,USD
evt_81d8fbd7,impression,2026-06-01T19:27:24Z,2026-06-01T02:59:15Z,adv_1548,cmp_1548_3,native_feed,tablet,AU,0.0067,USD
evt_2c26d9b,click,2026-06-01T00:40:26Z,2026-06-01T10:13:45Z,adv_1597,cmp_1597_1,banner_728x90,ctv,GB,0.0100,USD
evt_1c26c08,impression,2026-06-01T15:35:22Z,2026-06-01T04:28:09Z,adv_1625,cmp_1625_2,native_feed,mobile,unknown,0.0001,USD
evt_4c270c1,impression,2026-06-01T08:33:26Z,2026-06-01T13:06:56Z,adv_1562,cmp_1562_2,preroll,desktop,unknown,0.0058,USD
evt_3c26f2e,impression,2026-06-01T08:27:24Z,2026-06-01T19:52:08Z,adv_1618,cmp_1618_3,banner_728x90,ctv,CA,0.0162,USD
evt_6c273e7,impression,2026-06-01T23:01:23Z,2026-06-01T18:34:08Z,adv_1590,cmp_1590_1,interstitial,tablet,DE,0.0041,USD
evt_5c27254,click,2026-06-01T14:25:54Z,2026-06-01T19:07:02Z,adv_1576,cmp_1576_3,preroll,tablet,US,0.5988,USD
evt_8c2770d,click,2026-06-01T19:51:52Z,2026-06-01T12:53:08Z,adv_1590,cmp_1590_2,preroll,desktop,SG,0.1821,USD
evt_7c2757a,click,2026-06-01T20:30:40Z,2026-06-01T23:53:43Z,adv_1555,cmp_1555_2,native_feed,ctv,GB,0.1119,USD
evt_fac26103,impression,2026-06-01T09:26:46Z,2026-06-01T19:45:13Z,adv_1562,cmp_1562_1,preroll,ctv,,0.0100,USD
evt_f9c25f70,impression,2026-06-01T23:44:14Z,2026-06-01T22:58:54Z,adv_1548,cmp_1548_2,banner_728x90,mobile,CA,0.0081,USD
evt_fcc02592,impression,2026-06-01T15:27:07Z,2026-06-01T09:28:58Z,adv_1576,cmp_1576_1,preroll,tablet,IN,0.0134,USD
evt_fdc02725,impression,2026-06-01T05:04:42Z,2026-06-03T02:29:50Z,adv_1590,cmp_1590_3,interstitial,ctv,,0.0159,USD
evt_fac0226c,impression,2026-06-01T05:05:56Z,2026-06-01T01:58:34Z,adv_1625,cmp_1625_2,preroll,ctv,IN,0.0195,USD
evt_fbc023ff,impression,2026-06-01T02:07:17Z,2026-06-01T05:32:42Z,adv_1625,cmp_1625_1,preroll,tablet,DE,0.0048,USD
evt_f8c01f46,impression,2026-06-01T11:28:18Z,2026-06-01T05:33:55Z,adv_1604,cmp_1604_1,banner_728x90,desktop,IN,0.0196,USD
evt_f9c020d9,impression,2026-06-01T00:08:23Z,2026-06-02T00:58:01Z,adv_1618,cmp_1618_1,banner_300x250,mobile,AU,0.0103,USD
evt_f9c020d9,impression,2026-06-01T00:08:23Z,2026-06-02T00:58:01Z,adv_1618,cmp_1618_1,banner_300x250,mobile,AU,0.0103,USD
evt_f6c01c20,impression,2026-06-01T09:29:19Z,2026-06-01T21:37:52Z,adv_1548,cmp_1548_3,native_feed,mobile,US,0.0144,USD
evt_f7c01db3,click,2026-06-01T19:00:51Z,2026-06-01T23:05:11Z,adv_1583,cmp_1583_2,preroll,desktop,DE,0.0651,USD
evt_4c0322a,impression,2026-06-01T09:39:43Z,2026-06-01T00:51:52Z,adv_1562,cmp_1562_2,native_feed,desktop,SG,0.0108,USD
evt_5c033bd,impression,2026-06-01T13:03:42Z,2026-06-01T13:19:46Z,adv_1604,cmp_1604_3,banner_728x90,tablet,GB,0.0075,USD
evt_b5d2d9e2,impression,2026-06-01T04:33:45Z,2026-06-01T08:06:17Z,adv_1548,cmp_1548_1,interstitial,tablet,US,0.0139,USD
evt_b6d2db75,impression,2026-06-01T12:17:53Z,2026-06-01T09:45:06Z,adv_1597,cmp_1597_1,interstitial,ctv,GB,0.0197,USD
evt_b3d2d6bc,click,2026-06-01T00:23:40Z,2026-06-01T12:51:13Z,adv_1562,cmp_1562_1,banner_728x90,mobile,SG,0.8543,USD
evt_b4d2d84f,click,2026-06-01T13:12:02Z,2026-06-01T10:20:38Z,adv_1611,cmp_1611_1,banner_728x90,tablet,AU,0.5273,USD
evt_b1d2d396,impression,2026-06-01T09:27:17Z,2026-06-01T07:05:07Z,adv_1576,cmp_1576_2,interstitial,ctv,,0.0114,USD
evt_b2d2d529,impression,2026-06-01T21:16:20Z,2026-06-01T03:23:47Z,adv_1618,cmp_1618_3,interstitial,ctv,GB,0.0070,USD
evt_afd2d070,impression,2026-06-01T20:26:01Z,2026-06-01T19:40:36Z,adv_1604,cmp_1604_2,interstitial,ctv,IN,0.0114,USD
evt_b0d2d203,impression,2026-06-01T02:48:32Z,2026-06-01T15:26:45Z,adv_1611,cmp_1611_3,banner_300x250,tablet,IN,0.0184,USD
evt_bdd2e67a,impression,2026-06-01T00:20:20Z,2026-06-01T04:01:02Z,adv_1597,cmp_1597_3,banner_728x90,mobile,CA,0.0147,INR
evt_bed2e80d,impression,2026-06-01T18:39:40Z,2026-06-01T09:45:39Z,adv_1576,cmp_1576_2,banner_300x250,ctv,DE,0.0056,USD
evt_bed2e80d,impression,2026-06-01T18:39:40Z,2026-06-01T09:45:39Z,adv_1576,cmp_1576_2,banner_300x250,ctv,DE,0.0056,USD
evt_bbd521eb,impression,2026-06-01T10:42:19Z,2026-06-01T17:53:45Z,adv_1604,cmp_1604_3,banner_728x90,ctv,AU,0.0197,INR
evt_bad52058,impression,2026-06-01T10:05:36Z,2026-06-01T20:34:05Z,adv_1618,cmp_1618_1,interstitial,tablet,GB,0.0039,USD
evt_bdd52511,impression,2026-06-01T15:58:34Z,2026-06-01T16:35:21Z,adv_1555,cmp_1555_3,preroll,ctv,AU,0.0075,USD
evt_bcd5237e,impression,2026-06-01T08:59:26Z,2026-06-01T15:15:51Z,adv_1590,cmp_1590_3,preroll,tablet,DE,0.0022,USD
evt_bfd52837,click,2026-06-01T04:54:16Z,2026-06-01T09:23:44Z,adv_1625,cmp_1625_3,preroll,desktop,DE,0.1759,USD
evt_bed526a4,impression,2026-06-01T22:57:12Z,2026-06-01T09:17:04Z,adv_1590,cmp_1590_2,native_feed,ctv,unknown,0.0006,INR
evt_c1d52b5d,impression,2026-06-01T01:05:27Z,2026-06-01T00:23:58Z,adv_1625,cmp_1625_3,native_feed,tablet,IN,0.0139,USD
evt_c0d529ca,impression,2026-06-01T19:21:57Z,2026-06-01T09:27:41Z,adv_1569,cmp_1569_2,interstitial,tablet,IN,0.0160,USD
evt_b3d51553,impression,2026-06-01T04:52:33Z,2026-06-01T20:53:41Z,adv_1597,cmp_1597_2,preroll,desktop,IN,0.0100,USD
evt_b2d513c0,impression,2026-06-01T03:44:09Z,2026-06-01T19:14:09Z,adv_1555,cmp_1555_3,native_feed,mobile,,0.0126,USD
evt_a9ce49d0,impression,2026-06-01T16:11:56Z,2026-06-01T17:13:40Z,adv_1597,cmp_1597_2,banner_300x250,mobile,AU,0.0140,USD
evt_aace4b63,click,2026-06-01T10:37:32Z,2026-06-01T16:05:29Z,adv_1618,cmp_1618_2,banner_728x90,ctv,IN,0.6969,USD
